title,excerpt,start_date,views,answers,votes,url
Errors managing the UnityPlayer lifecycle in a native android application,"
            I am working on an android app that needs to load a UnityPlayer instance in an activiy, using code from the following forum post as a guide:

http://forum.unity3d.com/threads/98315-Using-Unity-Android-...
        ",2014-05-05 08:24:52Z,"13,375",4,13,https://stackoverflow.com/questions/23467994/errors-managing-the-unityplayer-lifecycle-in-a-native-android-application
Can I take a photo in Unity using the device's camera?,"
            I'm entirely unfamiliar with Unity3D's more complex feature set and am curious if it has the capability to take a picture and then manipulate it. Specifically my desire is to have the user take a ...
        ",2014-06-30 18:18:29Z,"24,122",5,13,https://stackoverflow.com/questions/24496438/can-i-take-a-photo-in-unity-using-the-devices-camera
Unity3D and Android Studio Integration,"
            Anyone know integrate Android with Unity Studio? (i will explain) 
I created a simple scene in Unity (4.3.x on OSX Maverics) for testing. Has a 3D object and nothing else.
I do this in XCode using the ...
        ",2014-07-03 22:59:25Z,"32,478",3,13,https://stackoverflow.com/questions/24564470/unity3d-and-android-studio-integration
"In Unity, how can I pass values from one script to another?","
            In Unity, I want one object to have a falling speed variable that all the other objects can access. For various reasons, I can't use the inbuilt gravity for what I'm trying to do.

How can I access a ...
        ",2012-12-15 11:49:01Z,"53,691",3,13,https://stackoverflow.com/questions/13891892/in-unity-how-can-i-pass-values-from-one-script-to-another
Unity 4.3.4f1 and Xcode 5.1,"
            Xcode 5.1 just released. I installed the latest version of Xcode 5.1 as well as Unity 4.3.4f1.

Before updating Xcode to version 5.1, Unity project builds without problem. In the mentioned version, ...
        ",2014-03-12 04:45:40Z,"11,810",6,13,https://stackoverflow.com/questions/22342224/unity-4-3-4f1-and-xcode-5-1
Android UnityPlayerActivity Action Bar,"
            I am building an Android application which includes a Unity 3d interactive experience. 

I have imported the Unity project into Android Studio but when launched the activity is fullscreen and does not ...
        ",2015-11-06 02:39:52Z,"1,437",3,13,https://stackoverflow.com/questions/33558564/android-unityplayeractivity-action-bar
How do you write z-depth in a shader?,"
            This shader (code at the end) uses raymarching to render procedural geometry:
However, in the image (above) the cube in the background should be partially occluding the pink solid; it isn't because ...
        ",2015-12-30 15:44:26Z,"4,294",2,13,https://stackoverflow.com/questions/34532595/how-do-you-write-z-depth-in-a-shader
"Using Unity3D's IPointerDownHandler approach, but with “the whole screen”","
            In Unity say you need to detect finger touch (finger drawing) on something in the scene.

The only way to do this in modern Unity, is very simple:
Step 1. Put a collider on that object. (""The ground"" ...
        ",2016-10-29 21:07:04Z,"2,149",2,13,https://stackoverflow.com/questions/40323677/using-unity3ds-ipointerdownhandler-approach-but-with-the-whole-screen
Unable to merge Unity 5 into our iOS application,"
            We have a large and complicated application and we are looking to upgrade our 3d engine to Unity 5.0. But I am having trouble integrating Unity.

I been trying to follow these tutorials but constant ...
        ",2015-06-03 23:48:11Z,"1,360",3,13,https://stackoverflow.com/questions/30632736/unable-to-merge-unity-5-into-our-ios-application
There exists both implicit conversions from 'float' and 'float' and from 'float' to 'float',"
            In probably the best error message I've gotten in awhile, I'm curious as to what went wrong.

The original code 

float currElbowAngle = LeftArm ? Elbow.transform.localRotation.eulerAngles.y 
         ...
        ",2013-01-16 18:07:25Z,372,1,13,https://stackoverflow.com/questions/14364864/there-exists-both-implicit-conversions-from-float-and-float-and-from-float
Show Twitch.tv stream within a unity3D application,"
            I would like to make an Unity3D Application in which one can watch a current Twitch.tv live stream.

I am not sure if this is possible, for example, with the twitch api (https://github.com/justintv/...
        ",2016-01-18 14:39:29Z,879,4,13,https://stackoverflow.com/questions/34857327/show-twitch-tv-stream-within-a-unity3d-application
Exporting and running Unity3D project to Android Studio,"
            I want to get logs from Unity Application when its running on Android phone. For this I have to export Android project from Unity3D and run it using Android Studio. I am doing following steps:
Export ...
        ",2016-08-16 17:13:56Z,"11,280",2,12,https://stackoverflow.com/questions/38980792/exporting-and-running-unity3d-project-to-android-studio
"How to access RectTransform's left, right, top, bottom positions via code?","
            I have a UI Canvas with render mode world space set. For all UI elements that belong to this canvas, I am seeing 'left', 'right', 'top' and 'bottom' variables in the RectTransform component in the ...
        ",2015-06-11 13:53:49Z,"12,125",3,12,https://stackoverflow.com/questions/30782829/how-to-access-recttransforms-left-right-top-bottom-positions-via-code
Collision detection not working in Unity 2D,"
            I have two 2D game objects. They each have a Box Collider 2D and a Rigid Body 2D which is not kinematic. When the game plays, one moves towards the other and collides with it.

However, I also have ...
        ",2013-12-02 17:25:05Z,"28,920",1,12,https://stackoverflow.com/questions/20334190/collision-detection-not-working-in-unity-2d
"How can I wait for 3 seconds and then set a bool to true, in C#?","
            My script/game/thing make a gameobject move to the right and when I click dance (a button I created) it stops. Then when the counter (I may not need a counter but I want to wait 3 seconds) reaches ...
        ",2013-06-05 00:46:03Z,"42,099",7,12,https://stackoverflow.com/questions/16929805/how-can-i-wait-for-3-seconds-and-then-set-a-bool-to-true-in-c
Build Unity project with Jenkins failed,"
            I'm trying to build Unity project with Jenkins on Mac OS Server.
But when I try to run the following script

/Applications/Unity/Unity.app/Contents/MacOS/Unity -quit -batchmode ${PROJECT_PATH} -...
        ",2012-12-20 06:39:13Z,"6,993",4,12,https://stackoverflow.com/questions/13966595/build-unity-project-with-jenkins-failed
Awake() and Start(),"
            I see that we can initialize Variable in Awake() or Start() and  Awake() will be called before Start().

When should we initialize in Awake and Start to have the best performance?
        ",2016-01-07 09:52:17Z,"4,143",3,12,https://stackoverflow.com/questions/34652036/awake-and-start
How to pass a JNI C# class into Java or handle this situation?,"
            I'm trying to call a Java method from C#, it's called like this from java:

EgamePay.pay(thisActivity, payAlias, new EgamePayListener() {
            @Override
            public void paySuccess(...
        ",2014-02-22 08:20:33Z,"2,904",6,12,https://stackoverflow.com/questions/21951711/how-to-pass-a-jni-c-sharp-class-into-java-or-handle-this-situation
What's a good global exception handling strategy for Unity3D?,"
            I'm looking into doing some Unity3D scripting stuff, and I'd like to set up global exception handling system. This is not for running in the release version of the game, the intention is to catch ...
        ",2013-02-25 06:06:08Z,"15,255",5,12,https://stackoverflow.com/questions/15061050/whats-a-good-global-exception-handling-strategy-for-unity3d
Callback Listener in Unity - How to call script file method from UnityPlayerActivity in Android,"
            I have an android library project and imported the library project in the Unity project. Now, I want to implement a callback in Unity project, which will execute according to the response given by the ...
        ",2015-10-05 08:47:02Z,"3,026",2,12,https://stackoverflow.com/questions/32944478/callback-listener-in-unity-how-to-call-script-file-method-from-unityplayeracti
Unity3D new UI System and List Views,"
            I am trying to build a list view with the new Unity UI (2014). The vertical and scrollable list should contain image buttons, which should retain their aspect ratio based on their assigned image! All ...
        ",2014-09-15 18:37:20Z,"15,919",2,12,https://stackoverflow.com/questions/25854631/unity3d-new-ui-system-and-list-views
Why can't this iOS app access the network?,"
            My (Unity) app complains that the my iPod does not have network connectivity while the device has full wi-fi connectivity (as evidenced by every other app, including Safari).  

This isn't just one ...
        ",2013-06-07 02:54:42Z,"6,296",2,12,https://stackoverflow.com/questions/16975525/why-cant-this-ios-app-access-the-network
