title,excerpt,start_date,votes,status,url
Customizable Splash Screen and Pro Editor Skin For Unity Plus,"Allow Plus developers to remove/replace the Unity splash screen and use the Professional editor skin.

There appears to be quit a ... ","Jun 02, 2016",337,Completed,https://feedback.unity3d.com/suggestions/customizable-splash-screen-and-pro-editor-skin-for-unity-plus
Individual lightmap computation without looss whole scene lightmapping,"It's very inconvenient to recalculate lightmaps for the whole scene if I need to recalculate it only for one object. Please, provide... ","Feb 01, 2011",335,Completed,https://feedback.unity3d.com/suggestions/individual-lightmap-computation-
Function for manually simulating Physics eg. Physics.Simulate(timestep),It would be nice to have the possibility to simulate the physics manually and possibly to rewind the world physics state (although t... ,"Sep 18, 2012",333,,https://feedback.unity3d.com/suggestions/function-for-manually-simulating
Mesh.RecalculateTangents(),"Just like Mesh.RecalculateNormals(), it would be useful to have RecalculateTangents(), to allow procedural meshes to have proper tan... ","Oct 22, 2013",327,Started,https://feedback.unity3d.com/suggestions/recalculatetangents
Editor: Run multiple instances of the game,"Currently developing and tweaknig single-player games is extremely fast with Unity because you can run the game inside the editor, a... ","Sep 01, 2009",325,,https://feedback.unity3d.com/suggestions/editor-run-multiple-instances-o
Custom queries,"Ability to create custom queries for the analysis purpose. For example, right now we can see only average number of some custom even... ","Jul 02, 2015",324,,https://feedback.unity3d.com/suggestions/custom-queries
Allow AnimationClip.SetCurve to be used at runtime,Right now the only way to create animations from scratch is to use legacy animation  ,"Apr 06, 2016",320,,https://feedback.unity3d.com/suggestions/allow-animationclip-dot-setcurve-to-be-used-at-runtime
Documentation in French,"Could you please translate the Unity documentation into French ? 
This would be very helpful for learning how to use Unity for Fren... ","Mar 07, 2015",320,,https://feedback.unity3d.com/suggestions/documentation-in-french
Extend 2D Physics to XZ Plane,Many games are built in a 3D environment but only need 2D physics. Use of 3D physics would simply be inefficient and often a hassle ... ,"Jan 07, 2015",317,,https://feedback.unity3d.com/suggestions/extend-2d-physics-to-xz-plane
Asset Store should archive all previous versions of assets forever. ,"Asset Store should archive all previous versions of assets forever, even after the removal of an asset.

This idea roots from this... ","Nov 26, 2015",316,,https://feedback.unity3d.com/suggestions/asset-store-should-archive-all-previous-versions-of-assets-forever
learning tutorials in arabic language ,"there are Thousands of arab who learn unity and we need a tutorials in arabic

not translated in google
but recorded in arabic by... ","Oct 01, 2015",315,,https://feedback.unity3d.com/suggestions/learning-tutorials-in-arabic-language
Unity Ads for Windows Phone and Windows Store,It would be very nice to have Unity Ads support for Windows Phone and Windows Store. ,"Jul 03, 2015",314,,https://feedback.unity3d.com/suggestions/unity-ads-for-windows-phone-and-windows-store
Ask the user for package import's behaviour (keep both or overwrite),"Heyyo!

When importing a package (from the asset store or a custom .unitypackage file), Unity used to overwrite and replace files ... ","Mar 25, 2015",313,Declined,https://feedback.unity3d.com/suggestions/ask-the-user-for-package-imports-behaviour-keep-both-or-overwrite
Input: Total mouse position control,"Controlling the mouse position currently requires either
- writing a custom mouse cursor manager which will only control the cursor ... ","May 03, 2010",313,,https://feedback.unity3d.com/suggestions/input-total-mouse-position-cont
Bake Nav Mesh At Runtime,Looking to be able to bake a nav mesh at runtime in scripts. This brings out the possibility for creating a map editor for users to ... ,"Oct 12, 2014",309,Started,https://feedback.unity3d.com/suggestions/bake-nav-mesh-at-runtime
"""Semi-Pro"" License Idea","Many hobbyists would be more than happy to spend money on Pro features, but simply can't justify the $1500 price tag (plus another $... ","Oct 05, 2014",308,Completed,https://feedback.unity3d.com/suggestions/semi-pro-license-idea
Editor camera speed must be configurable,"Working at different scale in Unity is a pain.

I need to MOVE / ZOOM in my scene with a big precision and that's not possible sin... ","Aug 21, 2014",302,,https://feedback.unity3d.com/suggestions/editor-camera-speed-must-be-configurable
Windows 7 multitouch support,"iPhone and Android support multitouch, It would be very nice to be able to get that in Unity since Windows already support it. ","Aug 24, 2011",302,,https://feedback.unity3d.com/suggestions/windows-7-multitouch-support
Navmesh Agent - Local Avoidance (Recalculate Navmesh Path When Another A...,Currently the local avoidance system of navmesh agents is really basic and they don't really avoid each other by recalculating their... ,"Mar 19, 2015",298,,https://feedback.unity3d.com/suggestions/navmesh-agent-local-avoidance-recalculate-navmesh-path-when-another-agent-get-in-the-way
Runtime: Embedding to another windows.,In my applications I need to embed my renderer window into another as it's children. Threre is no way to do it  now with Unity. When... ,"Jul 07, 2010",297,,https://feedback.unity3d.com/suggestions/runtime-embedding-to-another-wi
Editor: Interface for listing preprocessor macros (#define) in build set...,This would enhance developers ability to customise builds quite a bit. ,"Apr 16, 2009",297,Completed,https://feedback.unity3d.com/suggestions/editor-interface-for-listing-pr
Adding single-line option to text component (4.6 UI),"When using ""Best fit"" option, you can't make a proper single line text field. With Horizontal wrap - it turns into multiline. With h... ","Oct 02, 2014",294,,https://feedback.unity3d.com/suggestions/adding-single-line-option-to-text-component-4-dot-6-ui
Public searchable bug tracker,"There is currently no way to know if a bug  exists, has been fixed or if it is even being addressed by developers.

This leads to ... ","Dec 02, 2010",294,Completed,https://feedback.unity3d.com/suggestions/public-searchable-bug-tracker
Frameworks and plist on iOS output,"I hope you will be interested in breaking into some non-game industries. I am working on a consumer app that is not a game, but coul... ","Nov 23, 2012",290,,https://feedback.unity3d.com/suggestions/frameworks-and-plist-on-ios-outp
Editor: Built in localization support,Building multi-language support into games is becoming a very common way to increase the potential userbase of games.  Having Editor... ,"Jul 22, 2009",289,Started,https://feedback.unity3d.com/suggestions/editor-built-in-localization-su
Scripting: Debugger,A line by line debugger for my Mono code. ,"Apr 15, 2009",287,Completed,https://feedback.unity3d.com/suggestions/scripting-debugger
Foot placement in Mecanim,"Although it is not perfect, the Locomotion System is a great extension which not only automatically blends multiple animations accor... ","Oct 17, 2012",285,,https://feedback.unity3d.com/suggestions/foot-placement-in-mecanim
Target parameter for Application.OpenURL,"Application.OpenURL always opens the new page over the existing page, making it unusable in a frame (e.g. as a Facebook app or in a ... ","Sep 08, 2010",285,,https://feedback.unity3d.com/suggestions/target-parameter-for-application
Platform: WebVR support,WebVR is an emerging standard for browsers implementing WebGL.  It allows access to VR devices such as Oculus Rift in the browser.  ... ,"Feb 17, 2016",280,,https://feedback.unity3d.com/suggestions/platform-webvr-support
PVRTC RGB 4bit + Alpha split  texture compression...,"I used SpritePacker latest ETC1 + Alpha split compression features in Android platform, it is very good, but there is a small proble... ","Apr 20, 2016",279,,https://feedback.unity3d.com/suggestions/pvrtc-rgb-4bit-plus-alpha-split-texture-compression-dot-dot-dot
Debugging In Visual Studio Environment,"I am using Visual Studio for scripting and I can't debug my project with it.
Line by line debugging in Visual Studio environment ca... ","Apr 15, 2012",276,Declined,https://feedback.unity3d.com/suggestions/debugging-in-visual-studio-envir
Scripting: Multithreading,The Unity api should become multithreading safe so we can use other cores/threads. It's kind of annoying to max out on CPU power but... ,"Sep 30, 2010",274,,https://feedback.unity3d.com/suggestions/scripting-multithreading
Ability to control focus on Android camera,Currently there is no way to focus the device camera on Android. Please give us a handle to the active camera or give us the possibi... ,"Jan 24, 2017",273,,https://feedback.unity3d.com/suggestions/ability-to-control-focus-on-android-camera
More customizable rendering,A few more utility functions  and hooks in the rendering pipeline would tremendously increase customizability and allow for extensio... ,"Nov 30, 2012",272,Completed,https://feedback.unity3d.com/suggestions/more-customizable-rendering
change Cloud Project Id at runtime,"I'd like to specify Cloud Project Id at runtime. Currently that Id is in PlayerSettings, so I can't access or modify it at runtime.... ","Jun 15, 2015",270,,https://feedback.unity3d.com/suggestions/change-cloud-project-id-at-runtime
Beast should take into account light culling masks when baking lightmaps,"Beast doesn't take into account light's culling mask when baking lightmap. 
If we bake a lightmap with light turned off - and then ... ","Jul 13, 2011",270,Declined,https://feedback.unity3d.com/suggestions/beast-and-light-culling-masks
Allow Mesh data to have a length parameter for vertex and index data,Right now it is not possible to efficiently modify meshes at runtime without allocating garbage arrays. Part of this problem is that... ,"Dec 10, 2012",267,,https://feedback.unity3d.com/suggestions/allow-mesh-data-to-have-a-length
GC Spikes caused by OnGUI,"The ""Garbage Collector"" spikes caused by using Unity's native GUI system causes (often massive) performance losses. There are numero... ","Mar 17, 2011",267,Completed,https://feedback.unity3d.com/suggestions/gc-spikes-caused-by-ongui
Background loading of resources,"Today, loading resources are blocking and have to be done on the main thread. When building large-scale environments (think flight s... ","Oct 17, 2010",266,Completed,https://feedback.unity3d.com/suggestions/background-loading-of-resources
Tracking app install using install referrer,It would be good if you could directly access the install referrer used in ad campaigns on mobile platforms without using bad 3rd pa... ,"Apr 05, 2016",264,,https://feedback.unity3d.com/suggestions/tracking-app-install-using-install-referrer
