title,start_date,votes,replies,url
Running an external EXE file from Unity,"Aug 21, 2017 12:51:05 PM",14,4,https://answers.unity3d.com/questions/16675/running-an-external-exe-file-from-unity.html
How to detect if a GameObject has been destroyed?,"Nov 2, 2016 1:53:06 PM",14,3,https://answers.unity3d.com/questions/13840/how-to-detect-if-a-gameobject-has-been-destroyed.html
Playing audio clip,"Aug 29, 2017 9:05:14 PM",14,11,https://answers.unity3d.com/questions/12546/playing-audio-clip.html
"How would you make an energy bar, loading progress bar, health meter, or other visual gradually fill up?","May 12, 2017 12:16:01 PM",14,6,https://answers.unity3d.com/questions/11892/how-would-you-make-an-energy-bar-loading-progress.html
"Is there a way to increase speed or disable ""importing assets"" feature?","Jan 21, 2016 8:18:46 PM",14,5,https://answers.unity3d.com/questions/11241/is-there-a-way-to-increase-speed-or-disable-import.html
Memory management and C# do's and don'ts?,"Aug 24, 2011 2:40:36 AM",14,5,https://answers.unity3d.com/questions/7768/memory-management-and-c-dos-and-donts.html
Dynamic Asset loading?,"Oct 6, 2012 7:14:43 AM",14,6,https://answers.unity3d.com/questions/7653/dynamic-asset-loading.html
unable to list target platform,"Oct 19, 2017 3:58:58 PM",13,7,https://answers.unity3d.com/questions/1320150/unable-to-list-target-platform.html
Mask 3D objects inside UI ScrollRect,"Oct 18, 2016 9:07:37 AM",13,1,https://answers.unity3d.com/questions/998203/mask-3d-objects-inside-ui-scrollrect.html
UI inputfield caret position wrong when midline alignment,"Jan 19, 2017 9:35:52 AM",13,10,https://answers.unity3d.com/questions/884762/ui-inputfield-caret-position-wrong-when-midline-al.html
How do you add an UI EventTrigger by Script ?,"May 4, 2017 11:39:44 PM",13,3,https://answers.unity3d.com/questions/854251/how-do-you-add-an-ui-eventtrigger-by-script.html
Difference between ForceMode.Force/Acceleration/Impulse/VelocityChange?,"Mar 15, 2017 8:55:05 AM",13,4,https://answers.unity3d.com/questions/696068/difference-between-forcemodeforceaccelerationimpul.html
How to 100% check internet availability,"Oct 3, 2017 2:00:50 AM",13,9,https://answers.unity3d.com/questions/567497/how-to-100-check-internet-availability.html
Trigger in child object calls OnTriggerEnter in parent object,"Jul 13, 2017 1:06:22 PM",13,2,https://answers.unity3d.com/questions/410711/trigger-in-child-object-calls-ontriggerenter-in-pa.html
Building for Android,"Apr 10, 2017 10:46:30 AM",13,3,https://answers.unity3d.com/questions/403985/building-for-android.html
How to create instance of ScriptableObject and pass its constructor a parameter?,"Oct 29, 2017 6:05:09 PM",13,5,https://answers.unity3d.com/questions/310847/how-to-create-instance-of-scriptableobject-and-pas.html
MonoDevelop - disable automatic whitespace between function name and round brackets?,"Nov 2, 2015 10:07:22 PM",13,4,https://answers.unity3d.com/questions/248871/monodevelop-disable-automatic-whitespace-between-f.html
How to find a Child Gameobject by name?,"Jul 18, 2014 11:33:59 PM",13,2,https://answers.unity3d.com/questions/183649/how-to-find-a-child-gameobject-by-name.html
Any possibility to play a video in unity free?,"Jun 11, 2016 4:43:39 AM",13,7,https://answers.unity3d.com/questions/55607/any-possibility-to-play-a-video-in-unity-free.html
How do I implement the Kongregate api,"Apr 28, 2014 11:46:36 AM",13,4,https://answers.unity3d.com/questions/39638/how-do-i-implement-the-kongregate-api.html
Invisible Public Variable in Inspector,"Jun 29, 2016 5:43:32 PM",13,4,https://answers.unity3d.com/questions/31254/invisible-public-variable-in-inspector.html
Singletons with coroutines?,"Mar 12, 2014 7:25:21 AM",13,4,https://answers.unity3d.com/questions/17916/singletons-with-coroutines.html
Unexpected selection state in custom inspector?,"May 7, 2010 1:42:39 PM",13,1,https://answers.unity3d.com/questions/16867/unexpected-selection-state-in-custom-inspector.html
Preventing mouse clicks from passing through GUI controls,"Aug 30, 2015 9:04:14 AM",13,7,https://answers.unity3d.com/questions/16774/preventing-mouse-clicks-from-passing-through-gui-c.html
"How do I Remove null components ( i.e. ""Missing(Mono Script)"" ) via editor script?","Oct 13, 2017 12:13:36 PM",13,12,https://answers.unity3d.com/questions/15225/how-do-i-remove-null-components-ie-missingmono-scr.html
Show and Hide a prefab or GameObject,"May 18, 2017 11:00:20 PM",13,10,https://answers.unity3d.com/questions/14165/show-and-hide-a-prefab-or-gameobject.html
how to create handles like editor gizmos in runtime?,"Oct 20, 2016 4:04:18 AM",13,7,https://answers.unity3d.com/questions/12685/how-to-create-handles-like-editor-gizmos-in-runtim.html
Convert a RenderTexture to a Texture2D.,"Jun 12, 2015 4:58:52 PM",13,1,https://answers.unity3d.com/questions/9969/convert-a-rendertexture-to-a-texture2d.html
Custom Skybox Seams,"Jun 29, 2017 6:01:37 PM",13,4,https://answers.unity3d.com/questions/9850/custom-skybox-seams.html
Pathfinding tools in Unity?,"May 5, 2014 3:57:00 PM",13,9,https://answers.unity3d.com/questions/9025/pathfinding-tools-in-unity.html
double-sided plane with texture?,"Nov 22, 2016 10:34:12 AM",13,3,https://answers.unity3d.com/questions/8624/double-sided-plane-with-texture.html
How to draw a line using script,"May 24, 2017 4:58:28 AM",13,9,https://answers.unity3d.com/questions/8338/how-to-draw-a-line-using-script.html
CharacterController falls through or slips off moving platforms,"Jan 29, 2017 6:24:32 AM",13,9,https://answers.unity3d.com/questions/8207/charactercontroller-falls-through-or-slips-off-mov.html
What are all the joystick buttons for an Xbox 360/PC Controller?,"Jul 24, 2017 8:22:59 AM",13,15,https://answers.unity3d.com/questions/8094/what-are-all-the-joystick-buttons-for-an-xbox-360p.html
How to generate .sln files in Unity 5.2 ( no Sync MonoDevelop Project option anymore),"May 18, 2016 6:33:25 AM",12,1,https://answers.unity3d.com/questions/1069006/how-to-generate-sln-files-in-unity-52-no-assets-sy.html
Xbox Wireless Controller On Mac Not Working In Unity 5 Editor,"May 17, 2016 9:55:04 PM",12,3,https://answers.unity3d.com/questions/920402/xbox-wireless-controller-on-mac-not-working-in-uni.html
How to convert from world space to canvas space?,"Sep 17, 2017 12:56:47 PM",12,12,https://answers.unity3d.com/questions/799616/unity-46-beta-19-how-to-convert-from-world-space-t.html
Adding prefabs to a list or an array from a folder and instantiating them.,"Jul 21, 2017 7:13:54 PM",12,1,https://answers.unity3d.com/questions/711778/adding-prefabs-to-a-list-or-an-array-from-a-folder.html
Windows 8.1 - Facebook SDK - OpenSSL & Keytool,"Apr 12, 2017 2:00:42 PM",12,2,https://answers.unity3d.com/questions/675546/windows-81-facebook-sdk-openssl-keytool.html
How to change monodevelops theme?,"Oct 29, 2017 4:46:49 PM",12,9,https://answers.unity3d.com/questions/670334/how-to-change-monodevelops-theme.html
Scaling my background Sprite to fill screen? (2d),"Jul 1, 2015 5:18:41 AM",12,2,https://answers.unity3d.com/questions/620699/scaling-my-background-sprite-to-fill-screen-2d-1.html
Stop Monodvelop adding new line when using attribute,"Jan 13, 2016 5:16:20 AM",12,1,https://answers.unity3d.com/questions/574409/stop-monodvelop-adding-new-line-when-using-attribu.html
[Meta] Reducing duplicate answers,"May 1, 2014 8:16:15 PM",12,4,https://answers.unity3d.com/questions/503796/meta-reducing-duplicate-answers.html
Calculating 2D camera bounds,"Sep 8, 2016 4:42:55 AM",12,6,https://answers.unity3d.com/questions/501893/calculating-2d-camera-bounds.html
How to treat Input.GetAxis as Input.GetButtonDown?,"Feb 9, 2017 6:12:34 PM",12,2,https://answers.unity3d.com/questions/376587/how-to-treat-inputgetaxis-as-inputgetbuttondown.html
How Complex Should Mecanim State Machines Be?,"Apr 5, 2016 7:24:42 PM",12,2,https://answers.unity3d.com/questions/354357/how-complex-should-mecanim-state-machines-be.html
timestamps but is not known in guidmapper...,"Oct 16, 2017 11:19:57 AM",12,5,https://answers.unity3d.com/questions/328102/timestamps-but-is-not-known-in-guidmapper.html
How do I find which objects are referencing another?,"Oct 3, 2017 10:47:20 PM",12,6,https://answers.unity3d.com/questions/155746/how-do-i-find-which-objects-are-referencing-anothe.html
RigidBody vs Collider,"Jul 20, 2016 3:45:44 PM",12,4,https://answers.unity3d.com/questions/129796/rigidbodoy-vs-collider.html
Debug.Log() in build,"Sep 22, 2016 8:18:12 PM",12,8,https://answers.unity3d.com/questions/126315/debuglog-in-build.html
Find Unused Assets In Project,"Nov 4, 2014 2:40:49 PM",12,3,https://answers.unity3d.com/questions/57909/find-unused-assets-in-project.html
Do Custom Inspectors Support Inheritance?,"Feb 27, 2017 7:14:48 AM",12,4,https://answers.unity3d.com/questions/51615/do-custom-inspectors-support-inheritance.html
How do i get a callback every frame in edit mode,"Aug 19, 2017 1:39:22 PM",12,1,https://answers.unity3d.com/questions/39313/how-do-i-get-a-callback-every-frame-in-edit-mode.html
How to turn a String to an Int?,"Oct 2, 2016 8:32:56 PM",12,4,https://answers.unity3d.com/questions/37756/how-to-turn-a-string-to-an-int.html
How can I wait for an animation to complete?,"Jul 1, 2016 6:03:07 AM",12,13,https://answers.unity3d.com/questions/37411/how-can-i-wait-for-an-animation-to-complete.html
Is there a way to hide a MonoBehaviour in the Inspector?,"Apr 9, 2013 2:50:28 PM",12,4,https://answers.unity3d.com/questions/34616/is-there-a-way-to-hide-a-monobehaviour-in-the-insp.html
Free Unity 3.1?,"Nov 12, 2010 1:26:42 AM",12,2,https://answers.unity3d.com/questions/33702/free-unity-31.html
what is the config dialog banner splash image size,"Oct 14, 2017 12:12:32 AM",12,7,https://answers.unity3d.com/questions/29586/what-is-the-config-dialog-banner-splash-image-size.html
Instantiate prefab wihtout dragging prefab into gameObject script,"Aug 8, 2015 9:06:28 PM",12,9,https://answers.unity3d.com/questions/24322/instantiate-prefab-wihtout-dragging-prefab-into-ga.html
What do I need for iPhone development?,"Nov 30, 2012 9:48:42 AM",12,3,https://answers.unity3d.com/questions/23472/what-do-i-need-for-iphone-development.html
Multiple textures layered in a single mesh,"Aug 19, 2015 10:52:30 AM",12,2,https://answers.unity3d.com/questions/22961/multiple-textures-layered-in-a-single-mesh.html
Store Array in PlayerPrefs?,"Mar 15, 2016 1:25:51 PM",12,3,https://answers.unity3d.com/questions/22417/store-array-in-playerprefs.html
How to share c# source between Unity projects?,"Jun 17, 2017 3:33:56 AM",12,6,https://answers.unity3d.com/questions/16908/how-to-share-c-source-between-unity-projects.html
Placing Prefabs in Prefabs.,"Apr 5, 2017 9:41:21 PM",12,9,https://answers.unity3d.com/questions/15565/placing-prefabs-in-prefabs.html
How can I assign materials using C# code?,"Feb 2, 2017 11:20:17 PM",12,2,https://answers.unity3d.com/questions/13356/how-can-i-assign-materials-using-c-code.html
How to rename a script file?,"Oct 22, 2017 7:17:54 PM",12,8,https://answers.unity3d.com/questions/13159/how-to-rename-a-script-file.html
How to make a timer in the game,"Sep 4, 2015 1:11:57 PM",12,6,https://answers.unity3d.com/questions/11458/how-to-make-a-timer-in-the-game.html
"Editor-script: How to clear the ""console""-output window ?","Jul 12, 2017 8:01:09 PM",12,7,https://answers.unity3d.com/questions/10580/editor-script-how-to-clear-the-console-output-wind.html
How to disable Right-Click context Menu for Web Player -- from the application?,"Jan 2, 2014 6:58:48 PM",12,6,https://answers.unity3d.com/questions/10360/how-to-disable-right-click-context-menu-for-web-pl.html
Where can I find the textures from the default GUI Skin?,"Dec 18, 2014 4:11:45 PM",12,3,https://answers.unity3d.com/questions/8639/where-can-i-find-the-textures-from-the-default-gui.html
How can I make my Unity application work inside Facebook?,"Jul 29, 2013 4:32:51 AM",12,4,https://answers.unity3d.com/questions/7604/how-can-i-make-my-unity-application-work-inside-fa.html
Excluding Apple Push Notification API from iOS-build,"May 23, 2017 12:40:34 PM",11,3,https://answers.unity3d.com/questions/956887/excluding-apple-push-notification-api-from-ios-bui.html
Something like Awake that runs even if disabled?,"Jul 24, 2017 12:15:17 PM",11,6,https://answers.unity3d.com/questions/942915/something-like-awake-that-runs-even-if-disabled.html
"Can't find ""render settings"" under edit (Unity 5)","Apr 3, 2015 10:29:43 AM",11,3,https://answers.unity3d.com/questions/914831/cant-find-render-settings-under-edit-unity-5.html
Why is Instantiated object's scale changing?,"Sep 5, 2017 10:04:05 PM",11,1,https://answers.unity3d.com/questions/868484/why-is-instantiated-objects-scale-changing.html
NewUI 4.6  how to change button state to disable?,"Jun 1, 2016 9:20:41 AM",11,11,https://answers.unity3d.com/questions/785174/newui-46-how-to-change-button-state-to-disable.html
"Huge ""Device.Present"" performance hit in profiler","Mar 27, 2015 5:45:10 PM",11,0,https://answers.unity3d.com/questions/706341/huge-devicepresent-performance-hit-in-profiler.html
How to change object's hierarchy level in animation?,"Jul 5, 2017 10:48:02 AM",11,6,https://answers.unity3d.com/questions/662382/how-to-change-objects-hierarchy-level-in-animation.html
GFX.WaitForPresent,"Feb 2, 2017 8:13:46 AM",11,6,https://answers.unity3d.com/questions/648382/gfxwaitforpresent.html
Destroy All Children of Object,"Sep 23, 2016 12:15:36 PM",11,4,https://answers.unity3d.com/questions/611850/destroy-all-children-of-object.html
"EditorGUI, EditorGUILayout, GUI, GUILayout... pshhh... WHEN TO USE WHAT?!","Jan 8, 2015 2:57:18 PM",11,3,https://answers.unity3d.com/questions/601131/editorgui-editorguilayout-gui-guilayout-pshhh-when.html
Animation Must be marked as legacy,"Jun 10, 2017 1:07:44 PM",11,1,https://answers.unity3d.com/questions/577801/animation-must-be-marked-as-legacy.html
How to detect a touch on Box Collider 2d in Unity 4.3,"Jun 4, 2017 10:02:48 PM",11,1,https://answers.unity3d.com/questions/577314/how-to-detect-if-a-sprite-was-object-was-touched-i.html
How to find perpendicular line in 2D?,"Oct 24, 2017 9:23:08 PM",11,2,https://answers.unity3d.com/questions/564166/how-to-find-perpendicular-line-in-2d.html
Rotate a vector around a certain point.,"Apr 8, 2017 12:22:34 PM",11,2,https://answers.unity3d.com/questions/532297/rotate-a-vector-around-a-certain-point.html
Safely deleting a child of a prefab,"Oct 20, 2017 11:12:14 AM",11,1,https://answers.unity3d.com/questions/474767/safely-deleting-a-child-of-a-prefab.html
Out of sync error when iterating over a Dictionary,"Jan 25, 2017 9:33:56 AM",11,4,https://answers.unity3d.com/questions/409835/out-of-sync-error-when-iterating-over-a-dictionary.html
How to set animator's controller in script?,"Aug 6, 2017 5:14:25 AM",11,3,https://answers.unity3d.com/questions/400648/how-to-set-animators-controller-in-script.html
Dynamically Setting font size according to device Screen dpi,"Jun 12, 2016 12:46:43 PM",11,3,https://answers.unity3d.com/questions/384623/setting-font-size-according-to-screen-dpi.html
In-Game scripting works in Editor (Try it!) - But Not Build,"Nov 20, 2016 8:03:15 AM",11,3,https://answers.unity3d.com/questions/364580/scripting-works-in-editor-try-it-but-not-build.html
C# yield waitforseconds,"Oct 2, 2017 7:30:46 PM",11,3,https://answers.unity3d.com/questions/350721/c-yield-waitforseconds.html
