title,excerpt,start_date,votes,status,url
Projects without audio stop the external audio sources on Android,"Reproduction steps:
1) Build user's attached project
2) Import any audio to device (or use app like Spotify, Soundcloud etc.)
3) Tur... ","Jun 22, 2016",52,Fixed,https://issuetracker.unity3d.com/issues/apps-without-audio-stop-the-external-audio-sources-on-android
Unity reports incorrect Textures size in the editor.log after building o...,"To reproduce:

1.Download and open attached project.
2.Select texture ""texture"" and notice that it's size is 1.3 Mb.
3.Go to File->B... ","Feb 27, 2017",15,Fixed,https://issuetracker.unity3d.com/issues/unity-reports-incorrect-textures-size-in-the-editor-dot-log-after-building-on-standalone
Occlusion Culling does not cull shadow casters,"To reproduce:
1. Open provided project
2. Open Assets/Scene/Scene.unity
3. Open Windows/Occlusion Culling and switch to the Visualiz... ","Oct 03, 2016",27,Active,https://issuetracker.unity3d.com/issues/occlusion-culling-does-not-cull-shadow-casters
Unity reports incorrect Textures size in the editor.log after building o...,"To reproduce:

1.Download and open attached project.
2.Select texture ""texture"" and notice that it's size is 1.3 Mb.
3.Go to File->B... ","Feb 27, 2017",15,Fixed,https://issuetracker.unity3d.com/issues/unity-reports-incorrect-textures-size-in-the-editor-dot-log-after-building-on-standalone
[VR | SinglePassStereo] Standard Assets Image effects + single-pass = do...,"1) Download the attached project
2) Setup any VR headset, Ensure VR mode enabled in Player Settings
3) Open Sepia Scene
4) Enter Pla... ","Mar 08, 2016",85,Fixed,https://issuetracker.unity3d.com/issues/vr-single-pass-stereo-image-effects-plus-single-pass-equals-double-the-rendering
Realtime pointlights disappear when built with rendering path set to def...,"Repro steps:
1. Open ""New Unity Project"" project
2. Open ""Playground"" scene
3. Go to Edit > Project settings > Player
4. In Settings... ","Aug 06, 2016",36,Fixed,https://issuetracker.unity3d.com/issues/realtime-pointlights-dissappear-when-built-with-rendering-path-set-to-deffered-and-graphics-jobs-enabled
Crash when loading assets  in AssetBundle with LoadAssetAsync on some An...,"How to reproduce with sample:
1. Open the project, which is uploaded to google drive
2. Build and run on Android device
3. Click on ... ","Dec 15, 2016",19,Active,https://issuetracker.unity3d.com/issues/crash-when-loading-assets-in-assetbundle-with-loadassetasync-on-some-android-devices
Occlusion matrix doesn't start at the same location as the clipping plane,"Reproduction steps:
1. Create a new project
2. Create a camera in a scene with occlusion culling baked. 
3. Go to Occlusion > Visual... ","Jan 20, 2017",17,Duplicate,https://issuetracker.unity3d.com/issues/occlusion-matrix-doesnt-start-at-the-same-location-as-the-clipping-plane
 [UI] Images and static texts glitch on 5.3,From Unity 5.3 projects that have a lot of UI elements start to flicker. Mostly on Android but also happens in editor. ,"Dec 12, 2015",139,Fixed,https://issuetracker.unity3d.com/issues/ui-images-and-static-texts-glitch-on-5-dot-3
[ScriptableObject] Name of child scriptable objects changes spontaneously,"Steps to reproduce:

1. Open attached project
2. Delete ""Repro Asset"" scriptable object found in Assets folder
3. In top menu, click... ","Feb 29, 2016",84,Fixed,https://issuetracker.unity3d.com/issues/scriptableobject-name-of-child-scriptable-objects-changes-spontaneously
CanvasRenderer.OnTransformChanged is called on disabled UI objects,When a transform with children CanvasRenderers is changed/moved CanvasRenderer.OnTransformChanged is called for all of them even if ... ,"Jul 19, 2016",36,Fixed,https://issuetracker.unity3d.com/issues/canvasrenderer-dot-ontransformchanged-is-called-on-disabled-ui-objects
[Mobile] Bluetooth microphones not listed in Microphone.devices list in ...,"Microphone.devices list does not return Bluetooth microphones connected to Mobile devices. 
It returns Bluetooth microphones in the ... ","Jun 02, 2017",12,Active,https://issuetracker.unity3d.com/issues/mobile-bluetooth-microphones-not-listed-in-microphone-dot-devices-list-in-ios-and-android
Crash in GenerateCombinedDynamicVisibleListJob,"To reproduce:
1) Open attached project
2) Either Build and Run or Open ""level01"" scene and play it
3) Wait

It will eventually crash... ","Feb 19, 2017",15,Fixed,https://issuetracker.unity3d.com/issues/crash-in-generatecombineddynamicvisiblelistjob
Two independent Particle systems appear to be using the exact same seed ...,"How to reproduce:

1. Open attached project
2. Open scene particles.unity
3. Play the scene
 - Note how the coloured particles and t... ","Mar 23, 2016",65,Fixed,https://issuetracker.unity3d.com/issues/two-independent-particle-systems-appear-to-be-using-the-exact-same-seed-for-randomisation
World space canvas aren't being rendered,"Steps to reproduce:

1. Open project
2. Open scene ""TestBUG""
3. Go to game view
-Notice that canvas disappear after few seconds. Res... ","Apr 20, 2016",55,Fixed,https://issuetracker.unity3d.com/issues/ui-elements-arent-rendered-to-rendertexture
"Unity throws ""GfxFramebufferGLES: An active RenderTargetSetup has dangli...","1. Open attached project
2. Open Unity Remote 4
3. Open Scene ""Game""
4. Press play
5. When Unity Remote starts showing game view err... ","Apr 30, 2016",50,Fixed,https://issuetracker.unity3d.com/issues/unity-throws-gfxframebuffergles-an-active-rendertargetsetup-has-dangling-pointers-dot-while-unity-remote-is-in-use
[SinglePassStereo] Changing the renderViewport scale + single pass not s...,"1) Download the attached project
2) Open ViewPortScene
3) Ensure Target Platform is windows standalone
4) Ensure VR Supported is ena... ","Jul 26, 2016",32,Fixed,https://issuetracker.unity3d.com/issues/singlepassstereo-changing-the-renderviewport-scale-plus-single-pass-not-scaling-correctly-on-hmd
Shader does not show up on iOS 10 GLES3 ,"1. Open my attached project
2. Make sure OpenGLES3 is selected as graphics API 
3. Build & deploy to iOS10 device.

Expected result:... ","Sep 09, 2016",26,Fixed,https://issuetracker.unity3d.com/issues/shader-does-not-show-up-on-ios-10-gles3
Editor crashes when 'Build And Run' is opening the built Xcode project w...,"When ""Build And Run"" is used to open an iOS build with Xcode, Unity Editor crashes when opening Xcode.

Steps to reproduce:
1) Open ... ","Sep 28, 2016",24,Fixed,https://issuetracker.unity3d.com/issues/editor-crashes-when-build-and-run-is-opening-the-built-xcode-project-with-macos-sierra
[Daydream| SinglePassStereo] Image effects are not rendering properly,"1) Download project, set up Singleppass stereo capable android device
2) Observe settings are set to Single pass and Daydream
3) Dep... ","Feb 09, 2017",15,Active,https://issuetracker.unity3d.com/issues/gearvr-singlepassstereo-image-effects-are-not-rendering-properly
Crash in AnimatorControllerPlayable::GetAnimatorClipInfo when the clipIn...,"To reproduce: 
1. Open attached project
2. Play the scene
3. Walk up to the top of the stairs and look over the edge
4. Turn sideway... ","Jun 02, 2016",41,Fixed,https://issuetracker.unity3d.com/issues/crash-in-animatorcontrollerplayable-getanimatorclipinfo-when-the-clipinfo-is-0-or-in-transition
Transition not smooth on specific asset,"Open controller, play transition, see how it jumps in the middle. ","Nov 19, 2015",112,Fixed,https://issuetracker.unity3d.com/issues/transition-not-smooth-on-specific-asset
[Lighting] 'Bake Direct' job failed with error code: 5,"1) Download the attached project
2) Open 30HzSample scene
3) go to the lighting window and press bake
4) observe the repeating error... ","Apr 19, 2016",48,Fixed,https://issuetracker.unity3d.com/issues/lighting-bake-direct-job-failed-with-error-code-5
Crash when loading file [5.4 regression],"How to reproduce:

1. Open attached project
2. Open scene Scenes/LoadPrefabScene.unity
3. Play the scene 
 - Unity crashes
 - The la... ","May 10, 2016",42,Won't Fix,https://issuetracker.unity3d.com/issues/crash-when-loading-lightmaps-from-asset-bundles
[CharacterController] Dynamic collider ignores Slope Limit and gives force ,"Repro steps:
1) Open the project I attached and bug.scene in it
2) Play it and move with the character into the moving Capsule
3) No... ","Dec 29, 2015",83,By Design,https://issuetracker.unity3d.com/issues/charactercontroller-dynamic-collider-ignores-slope-limit-and-gives-force
UnityWebRequest high CPU usage when using it in editor,"Reproduction steps:
1. Open ""Case.zip"" project
2. Open ""UnityWebRequest"" window from ""Windows"" menu
3. Click ""New Web request"" butto... ","Jul 18, 2016",29,Fixed,https://issuetracker.unity3d.com/issues/unitywebrequest-high-cpu-usage-when-using-it-in-editor
'adb.exe forward' is executed despite build platform set to Standandalon...,"In Edit > Preferences > External tools I have my Android SDK + JDK both set
to valid locations, which means Unity is able to run adb... ","Dec 27, 2016",16,Fixed,https://issuetracker.unity3d.com/issues/adb-dot-exe-forward-is-executed-despite-build-platform-set-to-standandalone-windows
"Anchor Preset labels are shown ""custom/custom"" in all selected Anchor Pr...","Reproduction steps: 
1. Open the attached project;
2. Open the scene ""AnchorPresetTesteScene"";
3. Click Canvas -> Panel;
4. Change A... ","Mar 29, 2017",13,Fixed,https://issuetracker.unity3d.com/issues/anchor-preset-labels-are-shown-custom-slash-custom-in-all-selected-anchor-presets-cases
Using Content Size Fitter or Vertical Layout Group causes error,"When using the Content Size Fitter OR the Vertical Layout Group components on the Content of a Scroll View, and playing the scene an... ","Oct 29, 2015",107,Duplicate,https://issuetracker.unity3d.com/issues/using-content-size-fitter-causes-error
Loading a scene async creates huge performance spikes for the GPU,"To reproduce the issue follow the steps:
1. Open ""TestLoading"" project
2. Build the project in development mode
3. Start the build a... ","Jan 28, 2016",65,By Design,https://issuetracker.unity3d.com/issues/loading-a-scene-async-creates-huge-performance-spikes-for-the-gpu
[MixedMode] Mixed mode shadows do not mix properly between static and re...,"Steps to reproduce:
1) Open the attached project.
2) Open scene 'main'.
3) In the Lighting tab, press 'Build'.

-  The scene consist... ","Jun 02, 2016",34,Fixed,https://issuetracker.unity3d.com/issues/mixedmode-mixed-mode-shadows-do-not-mix-properly-between-static-and-realtime-shadows
SUCCEEDED(hr) error message after editor regains focus,"1. open succeded scene
2. expend canvas and select button
3. hit the color widget in image script to change its color
4. hit the col... ","Jun 13, 2016",32,Not Reproducible,https://issuetracker.unity3d.com/issues/succeeded-hr-error-message-after-editor-regains-focus
"Crash in ImageFilters::Blit when Calling Graphics.Blit(destination, null)","To reproduce:
1. Open attached project;
2. Open ""shaderTest"" scene;
3. Add ""CameraShaderBehaviour"" script to main camera;
4. Toggle ... ","Jan 16, 2017",15,Active,https://issuetracker.unity3d.com/issues/calling-graphics-dot-blit-destination-null-crashes-the-editor
Pointer events are triggered when UI object's scale is set to 0 on certa...,"To reproduduce:

1. Download and open attached ""repro930009.zip"" project.
2. Open ""New Scene"" scene.
3. Enter Play mode.
4. Try movi... ","Jul 11, 2017",11,Active,https://issuetracker.unity3d.com/issues/pointer-events-are-triggered-when-ui-objects-scale-is-set-to-0-on-certain-axes-with-canvas-set-to-screen-space-camera-mode
Error when changing quality settings,"Error changing the quality settings, in realtime, from ""half res texture quality"" to ""full res texture quality"" ","Dec 10, 2015",79,Fixed,https://issuetracker.unity3d.com/issues/error-when-changing-quality-settings
Particle system plays only once,"To reproduce:
1. Open attached project
2. Open ""_Test"" scene
3. Play the scene
4. Click ""Restart"" button
5. Observe appeared particl... ","Dec 21, 2015",72,Fixed,https://issuetracker.unity3d.com/issues/particle-system-plays-only-once
[Player] Missed texture and shader on mesh generated from terrain asset ...,"Steps to repro:

1. Open Unity;
2. Open attached project ('Terrain to Mesh' package from A$);
3. In the Project folder go to Assets ... ","Oct 05, 2016",20,By Design,https://issuetracker.unity3d.com/issues/player-missed-texture-and-shader-on-mesh-generated-from-terrain-asset-file-in-standalone-build
[iOS] Calling Social.localUser.Authenticate crashes in String_memcpy2_m2...,"Callback in Social.localUser.Authenticate does not match actual authentication value, causing a crash on iOS.

Steps to reproduce:
1... ","Jan 09, 2017",15,Fixed,https://issuetracker.unity3d.com/issues/ios-calling-social-dot-localuser-dot-authenticate-crashes-in-string-memcpy2-m2338403668
Stereo Display Standalone build runs at a low resolution regardless of s...,"Steps to reproduce:
1. Download and open the attached project
2. Build for standalone 
3. Launch build

Reproduced on 5.6.0f2, 2017.... ","Mar 13, 2017",13,Fixed,https://issuetracker.unity3d.com/issues/stereo-display-standalone-build-runs-at-a-low-resolution-regardless-of-settings
